pair_id,mu_A,sigma_A,R_A,mu_B,sigma_B,R_B,d_mu,d_sigma,d_R,menu_type,subtype,pair_distance,pair_distance_metric,coordinate_distance,triad_id,triad_pair,menu_source,experiment_id,target_model,u_A,u_B,delta_u,completeness,prob_A,prob_B,label_a,label_b,cue_suffix,delta_z,position_bias,position_corrected_pair_complete
186,10.0,30,1000.0,4.0,12,160.0,6.0,18,840.0,estimation,indifference,18.973665961010276,mu_sigma,18.973665961010276,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001794815063477,17.501462936401367,0.5003318786621094,0.9039024761987041,0.5627130257512292,0.34118945044747495,A,B,Your choice is Option ,0.0626058578491211,0.4377260208129883,True
186,4.0,12,160.0,10.0,30,1000.0,-6.0,-18,-840.0,mirror,indifference,18.973665961010276,mu_sigma,18.973665961010276,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.25103187561035,17.875911712646484,0.3751201629638672,0.8782763799138966,0.5205505534424701,0.3577258264714264,A,B,Your choice is Option ,-0.0626058578491211,0.4377260208129883,True
187,10.0,30,1000.0,4.0,13,185.0,6.0,17,815.0,estimation,indifference,18.027756377319946,mu_sigma,18.027756377319946,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001792907714844,17.501476287841797,0.5003166198730469,0.9145521938238315,0.5693395932216476,0.34521260060218384,A,B,Your choice is Option ,0.1250743865966797,0.3752422332763672,True
187,4.0,13,185.0,10.0,30,1000.0,-6.0,-17,-815.0,mirror,indifference,18.027756377319946,mu_sigma,18.027756377319946,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001256942749023,17.751089096069336,0.2501678466796875,0.8544885970306406,0.4804087104637363,0.3740798865669044,A,B,Your choice is Option ,-0.1250743865966797,0.3752422332763672,True
188,10.0,30,1000.0,4.0,14,212.0,6.0,16,788.0,estimation,indifference,17.08800749063506,mu_sigma,17.08800749063506,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001922607421875,17.50168228149414,0.5002403259277344,0.9189710301808018,0.5720739924852727,0.3468970376955292,A,B,Your choice is Option ,0.1250600814819336,0.3751802444458008,True
188,4.0,14,212.0,10.0,30,1000.0,-6.0,-16,-788.0,mirror,indifference,17.08800749063506,mu_sigma,17.08800749063506,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126062393188477,17.87594223022461,0.2501201629638672,0.8777521312937555,0.4934775821951529,0.38427454909860254,A,B,Your choice is Option ,-0.1250600814819336,0.3751802444458008,True
189,10.0,30,1000.0,4.0,15,241.0,6.0,15,759.0,estimation,indifference,16.15549442140351,mu_sigma,16.15549442140351,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00172233581543,17.75147247314453,0.25024986267089844,0.9163446613677356,0.5152037893967757,0.40114087197095993,A,B,Your choice is Option ,7.05718994140625e-05,0.2501792907714844,True
189,4.0,15,241.0,10.0,30,1000.0,-6.0,-15,-759.0,mirror,indifference,16.15549442140351,mu_sigma,16.15549442140351,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.25103187561035,18.00092315673828,0.2501087188720703,0.8836425299391351,0.49678671111665407,0.386855818822481,A,B,Your choice is Option ,-7.05718994140625e-05,0.2501792907714844,True
190,10.0,30,1000.0,4.0,16,272.0,6.0,14,728.0,estimation,indifference,15.231546211727817,mu_sigma,15.231546211727817,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00178337097168,17.626445770263672,0.3753376007080078,0.9141178630751234,0.5418416252066994,0.372276237868424,A,B,Your choice is Option ,0.06263923645019531,0.3126983642578125,True
190,4.0,16,272.0,10.0,30,1000.0,-6.0,-14,-728.0,mirror,indifference,15.231546211727817,mu_sigma,15.231546211727817,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126161575317383,17.876102447509766,0.2500591278076172,0.8774910143143562,0.4933175983892776,0.3841734159250786,A,B,Your choice is Option ,-0.06263923645019531,0.3126983642578125,True
191,10.0,30,1000.0,4.0,17,305.0,6.0,13,695.0,estimation,indifference,14.317821063276353,mu_sigma,14.317821063276353,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.0018253326416,17.6265811920166,0.375244140625,0.9111046929529723,0.5400350186825833,0.37106967427038895,A,B,Your choice is Option ,0.12500667572021484,0.25023746490478516,True
191,4.0,17,305.0,10.0,30,1000.0,-6.0,-13,-695.0,mirror,indifference,14.317821063276353,mu_sigma,14.317821063276353,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12617301940918,18.00094223022461,0.1252307891845703,0.8777903339155826,0.4663409016757108,0.4114494322398718,A,B,Your choice is Option ,-0.12500667572021484,0.25023746490478516,True
192,10.0,30,1000.0,4.0,18,340.0,6.0,12,660.0,estimation,indifference,13.416407864998739,mu_sigma,13.416407864998739,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001619338989258,17.62642478942871,0.3751945495605469,0.9074965305544127,0.537885504649594,0.3696110259048188,A,B,Your choice is Option ,0.1250152587890625,0.2501792907714844,True
192,4.0,18,340.0,10.0,30,1000.0,-6.0,-12,-660.0,mirror,indifference,13.416407864998739,mu_sigma,13.416407864998739,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126018524169922,18.0008544921875,0.12516403198242188,0.8670665023599129,0.4606292713376081,0.4064372310223048,A,B,Your choice is Option ,-0.1250152587890625,0.2501792907714844,True
193,10.0,30,1000.0,4.0,19,377.0,6.0,11,623.0,estimation,indifference,12.529964086141668,mu_sigma,12.529964086141668,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126617431640625,17.62656021118164,0.5000572204589844,0.9089271197285876,0.5657823893332453,0.3431447303953423,A,B,Your choice is Option ,0.1874837875366211,0.3125734329223633,True
193,4.0,19,377.0,10.0,30,1000.0,-6.0,-11,-623.0,mirror,indifference,12.529964086141668,mu_sigma,12.529964086141668,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00112533569336,17.876035690307617,0.1250896453857422,0.8591141615681899,0.4563886742594511,0.4027254873087387,A,B,Your choice is Option ,-0.1874837875366211,0.3125734329223633,True
194,10.0,30,1000.0,4.0,20,416.0,6.0,10,584.0,estimation,indifference,11.661903789690601,mu_sigma,11.661903789690601,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001855850219727,17.50172233581543,0.5001335144042969,0.9093066916887418,0.5660349654523091,0.34327172623643265,A,B,Your choice is Option ,0.31246089935302734,0.18767261505126953,True
194,4.0,20,416.0,10.0,30,1000.0,-6.0,-10,-584.0,mirror,indifference,11.661903789690601,mu_sigma,11.661903789690601,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00111198425293,18.125900268554688,-0.12478828430175781,0.8458836781758392,0.39658693711779514,0.44929674105804407,A,B,Your choice is Option ,-0.31246089935302734,0.18767261505126953,True
195,10.0,30,1000.0,4.0,21,457.0,6.0,9,543.0,estimation,indifference,10.816653826391969,mu_sigma,10.816653826391969,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001964569091797,17.501680374145508,0.5002841949462891,0.9159093025201795,0.570177460472155,0.34573184204802454,A,B,Your choice is Option ,0.31256961822509766,0.1877145767211914,True
195,4.0,21,457.0,10.0,30,1000.0,-6.0,-9,-543.0,mirror,indifference,10.816653826391969,mu_sigma,10.816653826391969,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.125978469848633,18.25083351135254,-0.12485504150390625,0.8648168596797825,0.40544925623899264,0.4593676034407898,A,B,Your choice is Option ,-0.31256961822509766,0.1877145767211914,True
196,10.0,30,1000.0,4.0,22,500.0,6.0,8,500.0,estimation,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001815795898438,17.62656593322754,0.37524986267089844,0.9100500771761452,0.539411178043099,0.37063889913304615,A,B,Your choice is Option ,0.3125600814819336,0.06268978118896484,True
196,4.0,22,500.0,10.0,30,1000.0,-6.0,-8,-500.0,mirror,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126012802124023,18.375883102416992,-0.24987030029296875,0.8857868311560126,0.3878465675462272,0.4979402636097854,A,B,Your choice is Option ,-0.3125600814819336,0.06268978118896484,True
197,10.0,30,1000.0,4.0,23,545.0,6.0,7,455.0,estimation,indifference,9.219544457292887,mu_sigma,9.219544457292887,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001976013183594,17.50164031982422,0.500335693359375,0.9166482290434839,0.5706485542567733,0.3459996747867106,A,B,Your choice is Option ,0.3751220703125,0.125213623046875,True
197,4.0,23,545.0,10.0,30,1000.0,-6.0,-7,-455.0,mirror,indifference,9.219544457292887,mu_sigma,9.219544457292887,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.250917434692383,18.500825881958008,-0.249908447265625,0.8788168816271755,0.38478648578517666,0.4940303958419988,A,B,Your choice is Option ,-0.3751220703125,0.125213623046875,True
198,10.0,30,1000.0,4.0,24,592.0,6.0,6,408.0,estimation,indifference,8.48528137423857,mu_sigma,8.48528137423857,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00178337097168,17.626426696777344,0.37535667419433594,0.9075837421142545,0.5379727162094358,0.3696110259048188,A,B,Your choice is Option ,0.31266117095947266,0.06269550323486328,True
198,4.0,24,592.0,10.0,30,1000.0,-6.0,-6,-408.0,mirror,indifference,8.48528137423857,mu_sigma,8.48528137423857,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12596321105957,18.37592887878418,-0.24996566772460938,0.872162280487619,0.38186051152476236,0.49030176896285665,A,B,Your choice is Option ,-0.31266117095947266,0.06269550323486328,True
199,10.0,30,1000.0,4.0,25,641.0,6.0,5,359.0,estimation,indifference,7.810249675906654,mu_sigma,7.810249675906654,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001914978027344,17.50157356262207,0.5003414154052734,0.8961331701161251,0.5578783509796782,0.33825481913644695,A,B,Your choice is Option ,0.31264591217041016,0.18769550323486328,True
199,4.0,25,641.0,10.0,30,1000.0,-6.0,-5,-359.0,mirror,indifference,7.810249675906654,mu_sigma,7.810249675906654,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12603187561035,18.2509822845459,-0.12495040893554688,0.8701638016919754,0.4079353799351125,0.4622284217568629,A,B,Your choice is Option ,-0.31264591217041016,0.18769550323486328,True
200,10.0,30,1000.0,4.0,26,692.0,6.0,4,308.0,estimation,indifference,7.211102550927978,mu_sigma,7.211102550927978,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.002166748046875,17.626689910888672,0.3754768371582031,0.9129596163747855,0.5411857621058143,0.3717738542689713,A,B,Your choice is Option ,0.3751077651977539,0.00036907196044921875,True
200,4.0,26,692.0,10.0,30,1000.0,-6.0,-4,-308.0,mirror,indifference,7.211102550927978,mu_sigma,7.211102550927978,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12611198425293,18.500850677490234,-0.3747386932373047,0.8798851358958963,0.35846211103700715,0.5214230248588891,A,B,Your choice is Option ,-0.3751077651977539,0.00036907196044921875,True
201,10.0,30,1000.0,4.0,27,745.0,6.0,3,255.0,estimation,indifference,6.708203932499369,mu_sigma,6.708203932499369,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.126708984375,17.626394271850586,0.5003147125244141,0.9075551783102405,0.5649833082533489,0.3425718700568916,A,B,Your choice is Option ,0.4375762939453125,0.06273841857910156,True
201,4.0,27,745.0,10.0,30,1000.0,-6.0,-3,-255.0,mirror,indifference,6.708203932499369,mu_sigma,6.708203932499369,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12603187561035,18.500869750976562,-0.37483787536621094,0.8542983788950524,0.3480177001969493,0.5062806786981032,A,B,Your choice is Option ,-0.4375762939453125,0.06273841857910156,True
202,10.0,30,1000.0,4.0,28,800.0,6.0,2,200.0,estimation,indifference,6.324555320336759,mu_sigma,6.324555320336759,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.002140045166016,17.626527786254883,0.3756122589111328,0.8944600535148708,0.5302487988428344,0.36421125467203636,A,B,Your choice is Option ,0.37523460388183594,0.000377655029296875,True
202,4.0,28,800.0,10.0,30,1000.0,-6.0,-2,-200.0,mirror,indifference,6.324555320336759,mu_sigma,6.324555320336759,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12599754333496,18.5008544921875,-0.37485694885253906,0.8676555080676436,0.3534550325228323,0.5142004755448113,A,B,Your choice is Option ,-0.37523460388183594,0.000377655029296875,True
203,10.0,30,1000.0,4.0,29,857.0,6.0,1,143.0,estimation,indifference,6.082762530298219,mu_sigma,6.082762530298219,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12717628479004,17.626474380493164,0.500701904296875,0.9098002908018223,0.566463739298271,0.3433365515035514,A,B,Your choice is Option ,0.5627031326293945,-0.06200122833251953,True
203,4.0,29,857.0,10.0,30,1000.0,-6.0,-1,-143.0,mirror,indifference,6.082762530298219,mu_sigma,6.082762530298219,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001182556152344,18.625886917114258,-0.6247043609619141,0.8671920307869091,0.3024005063606603,0.5647915244262488,A,B,Your choice is Option ,-0.5627031326293945,-0.06200122833251953,True
204,10.0,30,1000.0,4.0,30,916.0,6.0,0,84.0,estimation,indifference,6.0,mu_sigma,6.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00343894958496,17.377389907836914,0.6260490417480469,0.8617956652971127,0.5615400707710195,0.3002555945260932,A,B,Your choice is Option ,0.6254472732543945,0.0006017684936523438,True
204,4.0,30,916.0,10.0,30,1000.0,-6.0,0,-84.0,mirror,indifference,6.0,mu_sigma,6.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.751359939575195,18.376205444335938,-0.6248455047607422,0.8344592179235407,0.29095942430543287,0.5434997936181079,A,B,Your choice is Option ,-0.6254472732543945,0.0006017684936523438,True
205,10.0,30,1000.0,4.0,31,977.0,6.0,-1,23.0,estimation,indifference,6.082762530298219,mu_sigma,6.082762530298219,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.127756118774414,17.37622833251953,0.7515277862548828,0.9070643852134899,0.6163606855125592,0.29070369970093063,A,B,Your choice is Option ,0.8755550384521484,-0.12402725219726562,True
205,4.0,31,977.0,10.0,30,1000.0,-6.0,1,-23.0,mirror,indifference,6.082762530298219,mu_sigma,6.082762530298219,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.87628173828125,18.875864028930664,-0.9995822906494141,0.9140622312893654,0.24590427181099953,0.6681579594783659,A,B,Your choice is Option ,-0.8755550384521484,-0.12402725219726562,True
206,10.0,30,1000.0,4.0,32,1040.0,6.0,-2,-40.0,estimation,indifference,6.324555320336759,mu_sigma,6.324555320336759,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.12787437438965,17.251327514648438,0.8765468597412109,0.8985456396298614,0.6344685886167557,0.26407705101310575,A,B,Your choice is Option ,0.9381084442138672,-0.06156158447265625,True
206,4.0,32,1040.0,10.0,30,1000.0,-6.0,2,40.0,mirror,indifference,6.324555320336759,mu_sigma,6.324555320336759,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00129508972168,19.000965118408203,-0.9996700286865234,0.9249209218465473,0.24880955739625799,0.6761113644502893,A,B,Your choice is Option ,-0.9381084442138672,-0.06156158447265625,True
207,10.0,30,1000.0,4.0,33,1105.0,6.0,-3,-105.0,estimation,indifference,6.708203932499369,mu_sigma,6.708203932499369,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.877544403076172,16.876659393310547,1.000885009765625,0.8810834417355304,0.6442768888013443,0.23680655293418623,A,B,Your choice is Option ,0.9378528594970703,0.06303215026855469,True
207,4.0,33,1105.0,10.0,30,1000.0,-6.0,3,105.0,mirror,indifference,6.708203932499369,mu_sigma,6.708203932499369,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00103759765625,18.875858306884766,-0.8748207092285156,0.9280064234783322,0.2730679351724833,0.6549384883058489,A,B,Your choice is Option ,-0.9378528594970703,0.06303215026855469,True
208,10.0,30,1000.0,4.0,34,1172.0,6.0,-4,-172.0,estimation,indifference,7.211102550927978,mu_sigma,7.211102550927978,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.25223731994629,17.00153160095215,1.2507057189941406,0.9099548303200731,0.7074189046463484,0.20253592567372472,A,B,Your choice is Option ,1.1252613067626953,0.1254444122314453,True
208,4.0,34,1172.0,10.0,30,1000.0,-6.0,4,172.0,mirror,indifference,7.211102550927978,mu_sigma,7.211102550927978,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.001007080078125,19.000823974609375,-0.99981689453125,0.9330811112431339,0.25097775332439326,0.6821033579187407,A,B,Your choice is Option ,-1.1252613067626953,0.1254444122314453,True
209,10.0,30,1000.0,4.0,35,1241.0,6.0,-5,-241.0,estimation,indifference,7.810249675906654,mu_sigma,7.810249675906654,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.002376556396484,16.87645149230957,1.125925064086914,0.9021536131262266,0.6812036536388041,0.22094995948742244,A,B,Your choice is Option ,1.0003929138183594,0.1255321502685547,True
209,4.0,35,1241.0,10.0,30,1000.0,-6.0,5,241.0,mirror,indifference,7.810249675906654,mu_sigma,7.810249675906654,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.000944137573242,18.875804901123047,-0.8748607635498047,0.9311709964885466,0.27399137234311405,0.6571796241454325,A,B,Your choice is Option ,-1.0003929138183594,0.1255321502685547,True
210,10.0,30,1000.0,4.0,36,1312.0,6.0,-6,-312.0,estimation,indifference,8.48528137423857,mu_sigma,8.48528137423857,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.127614974975586,16.8765926361084,1.2510223388671875,0.9176569636375463,0.7134569837614934,0.204199979876053,A,B,Your choice is Option ,1.1253976821899414,0.1256246566772461,True
210,4.0,36,1312.0,10.0,30,1000.0,-6.0,6,312.0,mirror,indifference,8.48528137423857,mu_sigma,8.48528137423857,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.0009822845459,19.000755310058594,-0.9997730255126953,0.9326899888823732,0.25088059561378223,0.681809393268591,A,B,Your choice is Option ,-1.1253976821899414,0.1256246566772461,True
211,10.0,30,1000.0,4.0,37,1385.0,6.0,-7,-385.0,estimation,indifference,9.219544457292887,mu_sigma,9.219544457292887,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.252307891845703,16.876630783081055,1.3756771087646484,0.9118912259281955,0.7279589608316778,0.18393226509651772,A,B,Your choice is Option ,1.1877412796020508,0.18793582916259766,True
211,4.0,37,1385.0,10.0,30,1000.0,-6.0,7,385.0,mirror,indifference,9.219544457292887,mu_sigma,9.219544457292887,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00098991394043,19.000795364379883,-0.9998054504394531,0.9270737443943728,0.24936399340638327,0.6777097509879896,A,B,Your choice is Option ,-1.1877412796020508,0.18793582916259766,True
212,10.0,30,1000.0,4.0,38,1460.0,6.0,-8,-460.0,estimation,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.50232696533203,16.87692642211914,1.6254005432128906,0.9383536615008224,0.7840306902683474,0.15432297123247507,A,B,Your choice is Option ,1.3751449584960938,0.2502555847167969,True
212,4.0,38,1460.0,10.0,30,1000.0,-6.0,8,460.0,mirror,indifference,10.0,mu_sigma,10.0,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.0008544921875,19.125743865966797,-1.1248893737792969,0.9388002170788672,0.2301050793242218,0.7086951377546453,A,B,Your choice is Option ,-1.3751449584960938,0.2502555847167969,True
213,10.0,30,1000.0,4.0,39,1537.0,6.0,-9,-537.0,estimation,indifference,10.816653826391969,mu_sigma,10.816653826391969,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.252443313598633,17.001474380493164,1.2509689331054688,0.9233705305155702,0.7178906177002213,0.20547991281534886,A,B,Your choice is Option ,1.1254024505615234,0.1255664825439453,True
213,4.0,39,1537.0,10.0,30,1000.0,-6.0,9,537.0,mirror,indifference,10.816653826391969,mu_sigma,10.816653826391969,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.00092315673828,19.00075912475586,-0.9998359680175781,0.9289972911288461,0.2498758138225926,0.6791214773062535,A,B,Your choice is Option ,-1.1254024505615234,0.1255664825439453,True
214,10.0,30,1000.0,4.0,40,1616.0,6.0,-10,-616.0,estimation,indifference,11.661903789690601,mu_sigma,11.661903789690601,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.127002716064453,16.75162696838379,1.375375747680664,0.9094644456945513,0.7259775365300595,0.18348690916449184,A,B,Your choice is Option ,1.1876134872436523,0.18776226043701172,True
214,4.0,40,1616.0,10.0,30,1000.0,-6.0,10,616.0,mirror,indifference,11.661903789690601,mu_sigma,11.661903789690601,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.87598419189453,18.875835418701172,-0.9998512268066406,0.9323555534290842,0.250776300644406,0.6815792527846781,A,B,Your choice is Option ,-1.1876134872436523,0.18776226043701172,True
215,10.0,30,1000.0,4.0,41,1697.0,6.0,-11,-697.0,estimation,indifference,12.529964086141668,mu_sigma,12.529964086141668,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.377113342285156,16.8765926361084,1.5005207061767578,0.9325181972645438,0.7624754854364736,0.17004271182807015,A,B,Your choice is Option ,1.3751916885375977,0.12532901763916016,True
215,4.0,41,1697.0,10.0,30,1000.0,-6.0,11,697.0,mirror,indifference,12.529964086141668,mu_sigma,12.529964086141668,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.875898361206055,19.125761032104492,-1.2498626708984375,0.9373358661040403,0.20876711100858641,0.7285687550954539,A,B,Your choice is Option ,-1.3751916885375977,0.12532901763916016,True
216,10.0,30,1000.0,4.0,42,1780.0,6.0,-12,-780.0,estimation,indifference,13.416407864998739,mu_sigma,13.416407864998739,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.252050399780273,16.876502990722656,1.3755474090576172,0.9207359206400616,0.7350004141437362,0.18573550649632548,A,B,Your choice is Option ,1.3126764297485352,0.06287097930908203,True
216,4.0,42,1780.0,10.0,30,1000.0,-6.0,12,780.0,mirror,indifference,13.416407864998739,mu_sigma,13.416407864998739,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.000905990600586,19.25071144104004,-1.2498054504394531,0.9365364800504978,0.2085983459938195,0.7279381340566783,A,B,Your choice is Option ,-1.3126764297485352,0.06287097930908203,True
217,10.0,30,1000.0,4.0,43,1865.0,6.0,-13,-865.0,estimation,indifference,14.317821063276353,mu_sigma,14.317821063276353,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.376771926879883,16.751527786254883,1.625244140625,0.9295067261758616,0.7766187565498746,0.1528879696259871,A,B,Your choice is Option ,1.3751068115234375,0.2501373291015625,True
217,4.0,43,1865.0,10.0,30,1000.0,-6.0,13,865.0,mirror,indifference,14.317821063276353,mu_sigma,14.317821063276353,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.000770568847656,19.12574005126953,-1.124969482421875,0.9373200163937782,0.22972838096947057,0.7075916354243076,A,B,Your choice is Option ,-1.3751068115234375,0.2501373291015625,True
218,10.0,30,1000.0,4.0,44,1952.0,6.0,-14,-952.0,estimation,indifference,15.231546211727817,mu_sigma,15.231546211727817,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.502002716064453,16.87663459777832,1.6253681182861328,0.9379399510946107,0.7836808400981965,0.1542591109964142,A,B,Your choice is Option ,1.4375581741333008,0.18780994415283203,True
218,4.0,44,1952.0,10.0,30,1000.0,-6.0,14,952.0,mirror,indifference,15.231546211727817,mu_sigma,15.231546211727817,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.87604522705078,19.12579345703125,-1.2497482299804688,0.9328170924665221,0.20777915341934286,0.7250379390471793,A,B,Your choice is Option ,-1.4375581741333008,0.18780994415283203,True
219,10.0,30,1000.0,4.0,45,2041.0,6.0,-15,-1041.0,estimation,indifference,16.15549442140351,mu_sigma,16.15549442140351,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.127086639404297,16.876495361328125,1.2505912780761719,0.916246086668291,0.7122917211881729,0.2039543654801181,A,B,Your choice is Option ,1.1877269744873047,0.06286430358886719,True
219,4.0,45,2041.0,10.0,30,1000.0,-6.0,15,1041.0,mirror,indifference,16.15549442140351,mu_sigma,16.15549442140351,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.87598991394043,19.000852584838867,-1.1248626708984375,0.9276848984456543,0.2273852373358145,0.7002996611098398,A,B,Your choice is Option ,-1.1877269744873047,0.06286430358886719,True
220,10.0,30,1000.0,4.0,46,2132.0,6.0,-16,-1132.0,estimation,indifference,17.08800749063506,mu_sigma,17.08800749063506,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.62700843811035,16.75187873840332,1.8751296997070312,0.943973049680312,0.8184725043515825,0.1255005453287295,A,B,Your choice is Option ,1.5624332427978516,0.3126964569091797,True
220,4.0,46,2132.0,10.0,30,1000.0,-6.0,16,1132.0,mirror,indifference,17.08800749063506,mu_sigma,17.08800749063506,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,17.876068115234375,19.125804901123047,-1.2497367858886719,0.9411313984369821,0.20963297757055713,0.731498420866425,A,B,Your choice is Option ,-1.5624332427978516,0.3126964569091797,True
221,10.0,30,1000.0,4.0,47,2225.0,6.0,-17,-1225.0,estimation,indifference,18.027756377319946,mu_sigma,18.027756377319946,,,indifference_curve_menus.json,indifference_curve,meta-llama/Llama-3.1-8B-Instruct,18.627010345458984,17.001514434814453,1.6254959106445312,0.9429462701549357,0.7878803487364429,0.15506592141849287,A,B,Your choice is Option ,1.3751707077026367,0.25032520294189453,True
